time	V(n010)
3.268775273292243e-006	9.391963e+000
3.273454842301444e-006	9.398921e+000
3.280832976308842e-006	9.409864e+000
3.288515031615175e-006	9.421220e+000
3.300179075750890e-006	9.438402e+000
3.304896361941900e-006	9.445329e+000
3.309390081687605e-006	9.451909e+000
3.312910915352803e-006	9.457055e+000
3.317788390783723e-006	9.464170e+000
3.322638940601429e-006	9.471229e+000
3.329877933355620e-006	9.481734e+000
3.337324133970707e-006	9.492506e+000
3.347235890533568e-006	9.506789e+000
3.358570207393635e-006	9.523061e+000
3.364575189243298e-006	9.531651e+000
3.370701973123228e-006	9.540390e+000
3.376177084662502e-006	9.548181e+000
3.380576999484526e-006	9.554430e+000
3.384273684516395e-006	9.559670e+000
3.387800097930712e-006	9.564661e+000
3.393659464332290e-006	9.572935e+000
3.400348336133133e-006	9.582355e+000
3.409646684086713e-006	9.595407e+000
3.418222368738481e-006	9.607409e+000
3.422784154272001e-006	9.613773e+000
3.426206374585773e-006	9.618538e+000
3.430429009409174e-006	9.624406e+000
3.434558943680912e-006	9.630134e+000
3.441180012043327e-006	9.639295e+000
3.448011259981959e-006	9.648718e+000
3.457101807406802e-006	9.661215e+000
3.466684089343912e-006	9.674331e+000
3.481037700165312e-006	9.693895e+000
3.488270150339007e-006	9.703716e+000
3.493504337638955e-006	9.710799e+000
3.498270823455675e-006	9.717237e+000
3.502128152771660e-006	9.722436e+000
3.506456482825623e-006	9.728259e+000
3.510804111493725e-006	9.734097e+000
3.517665539609291e-006	9.743287e+000
3.525355782527237e-006	9.753559e+000
3.533341881319270e-006	9.764194e+000
3.537410970274810e-006	9.769600e+000
3.540900807680629e-006	9.774226e+000
3.545425218283958e-006	9.780213e+000
3.549969049259933e-006	9.786213e+000
3.556811337671571e-006	9.795225e+000
3.563887617124379e-006	9.804517e+000
3.573032947223930e-006	9.816484e+000
3.582714630128315e-006	9.829101e+000
3.596459508669854e-006	9.846937e+000
3.602938938650690e-006	9.855314e+000
3.609044131351255e-006	9.863180e+000
3.614874915509924e-006	9.870675e+000
3.619988148737159e-006	9.877234e+000
3.623856579744976e-006	9.882185e+000
3.628015933677866e-006	9.887500e+000
3.632189605220571e-006	9.892822e+000
3.639024480102133e-006	9.901516e+000
3.647223468794970e-006	9.911920e+000
3.651693297537133e-006	9.917578e+000
3.655571516784396e-006	9.922476e+000
3.659556811986533e-006	9.927499e+000
3.665446591093018e-006	9.934906e+000
3.672008939243580e-006	9.943139e+000
3.680150334533497e-006	9.953320e+000
3.688836767375830e-006	9.964143e+000
3.699365029457852e-006	9.977206e+000
3.712154521234032e-006	9.993011e+000
3.718848350836189e-006	1.000125e+001
3.725838794526020e-006	1.000983e+001
3.732543742060923e-006	1.001803e+001
3.738659968479047e-006	1.002549e+001
3.744070228616945e-006	1.003208e+001
3.748697389572989e-006	1.003770e+001
3.752335404793878e-006	1.004211e+001
3.755432215952082e-006	1.004586e+001
3.758788334441536e-006	1.004992e+001
3.763563317105362e-006	1.005568e+001
3.768404259418823e-006	1.006151e+001
3.775034743211479e-006	1.006947e+001
3.781798692805696e-006	1.007758e+001
3.789964702670097e-006	1.008733e+001
3.798351065003626e-006	1.009731e+001
3.808216754080723e-006	1.010901e+001
3.819048098554611e-006	1.012179e+001
3.834000578802066e-006	1.013935e+001
3.841793039844601e-006	1.014847e+001
3.848415379394598e-006	1.015619e+001
3.855368658036481e-006	1.016427e+001
3.862487234779525e-006	1.017251e+001
3.870342797362330e-006	1.018159e+001
3.877560156923454e-006	1.018990e+001
3.886989747574950e-006	1.020072e+001
3.894912184101854e-006	1.020978e+001
3.903479752122340e-006	1.021954e+001
3.912897586028086e-006	1.023023e+001
3.922698497463165e-006	1.024131e+001
3.933845525090065e-006	1.025385e+001
3.947184167865225e-006	1.026879e+001
3.955659697137126e-006	1.027825e+001
3.963697476367951e-006	1.028718e+001
3.971808831969032e-006	1.029617e+001
3.980187063516803e-006	1.030541e+001
3.989456755937575e-006	1.031561e+001
3.998552243429871e-006	1.032557e+001
4.011878795776112e-006	1.034010e+001
4.022437776979174e-006	1.035156e+001
4.032754930308321e-006	1.036271e+001
4.043809153887138e-006	1.037460e+001
4.055713426867917e-006	1.038734e+001
4.071041221877063e-006	1.040367e+001
4.079307495451776e-006	1.041243e+001
4.088006694680365e-006	1.042162e+001
4.097428767552928e-006	1.043153e+001
4.108256760402065e-006	1.044287e+001
4.118737686911560e-006	1.045380e+001
4.133737724741236e-006	1.046937e+001
4.145027046387369e-006	1.048103e+001
4.156234578493734e-006	1.049254e+001
4.168678593156417e-006	1.050526e+001
4.182256988400322e-006	1.051907e+001
4.198392474190045e-006	1.053539e+001
4.208980629910510e-006	1.054604e+001
4.218872467432345e-006	1.055594e+001
4.231347293181999e-006	1.056838e+001
4.243360556197657e-006	1.058029e+001
4.256634697617822e-006	1.059340e+001
4.268043710315512e-006	1.060460e+001
4.280564978551959e-006	1.061683e+001
4.294265229424533e-006	1.063015e+001
4.310415478682265e-006	1.064576e+001
4.321699115641736e-006	1.065660e+001
4.332211104560819e-006	1.066666e+001
4.344235625811706e-006	1.067811e+001
4.357869950284959e-006	1.069102e+001
4.373879155958761e-006	1.070611e+001
4.385331634010597e-006	1.071684e+001
4.397620360868529e-006	1.072829e+001
4.413403840739264e-006	1.074292e+001
4.429324297023285e-006	1.075759e+001
4.456914047469996e-006	1.078279e+001
4.470588050982816e-006	1.079517e+001
4.485974370543487e-006	1.080902e+001
4.523299288034877e-006	1.084229e+001
4.540102090519341e-006	1.085711e+001
